Cod_ID,NOME_UDH,CODMUN6,NOME_MUN,CODUF,NOME_UF,CODRM,NOME_RM,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R,CODDIST,DISTRITO,REGIAO8,SUBPREF
1355030803063,Jardim Walquiria I,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,71.69,1.94,20.40,23.58,92.40,78.18,45.76,3.06,9.86,2.13,1.09,6.28,0.78,6.75,1.58,8.21,10.66,9.12,93.16,104.08,62.74,9.10,78.78,86.86,40.77,6.03,41.55,79.00,23.75,12.33,94.73,95.36,91.03,11.71,2.39,7.58,83.59,65.53,75.77,49.32,41.97,34.68,36.17,25.56,22.61,1.78,206.67,327.50,462.50,620.00,840.00,0.37,1.25,2.30,7.80,12.65,29.36,43.12,28.70,6.31,43.74,17.55,33.78,56.26,88.72,6.54,4.98,477.79,150.79,1371.36,268.55,387.61,537.03,1044.97,477.79,34.96,103.94,179.24,0.25,0.85,16.24,10.12,0.00,57.35,0.60,8.92,14.59,0.14,71.00,68.58,0.64,15.09,53.96,30.72,1.81,1.20,12.40,84.47,95.15,99.23,829.93,0.12,,1.35,28.11,74.13,73.03,72.24,,42.05,42.75,12.93,6.72,10.10,99.95,97.87,48.60,99.38,100.00,0.05,0.26,24.04,58.45,4.64,21.53,7.86,30.86,0.77,50.04,9.92,5.18,0.51,0.00,38.52,31.95,53.69,41.75,478,576,501,525,555,503,452,353,234,186,142,503,102,65,33,29,13,5250,417,622,492,525,587,553,494,350,283,262,205,470,119,80,51,32,28,5570,,16,180,5195,211,938,688,715,500,7754,640,2043,609,7114,545,1403,527,5711,184,214,175,1019,2597,331,622,311,4061,3044,0,10820,10820,8952,1198,640,7114,10820,113.37,68.53,102.43,90.81,31.48,86.40,85.09,0.493,0.696,0.682,0.620,0.778,0.657,19,Capão Redondo,Sul 2,Campo Limpo
1355030803064,Jardim Rebouças,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,73.33,1.64,17.40,20.17,93.45,80.77,49.97,2.83,8.46,4.00,0.53,6.34,0.00,7.01,0.92,9.16,16.70,14.77,100.98,112.66,62.27,15.74,81.13,86.44,37.75,6.73,49.98,74.05,33.30,23.55,91.96,90.69,86.84,21.11,5.22,6.07,79.02,52.79,65.26,41.94,35.86,29.79,35.44,23.26,20.08,2.64,202.50,333.33,475.00,733.33,1250.00,0.50,3.74,5.88,10.18,16.99,29.12,41.16,40.88,4.21,55.80,12.86,25.61,44.20,88.78,12.71,8.68,618.21,130.16,2527.33,267.44,393.91,574.83,1724.71,618.95,47.82,86.85,162.49,0.45,0.21,18.69,10.67,0.11,56.09,1.13,8.00,13.29,0.20,72.48,70.53,0.32,15.45,53.28,30.75,3.52,0.21,14.55,84.22,95.99,99.31,824.70,0.11,,3.81,23.15,60.61,59.88,67.29,,26.52,30.42,15.32,7.55,9.08,99.62,97.53,59.93,98.58,99.66,0.91,2.31,36.36,50.02,9.31,33.06,10.94,40.25,1.76,49.02,8.35,6.57,0.77,0.34,31.64,28.20,66.84,54.58,118,152,147,153,120,124,96,87,64,45,23,129,21,16,12,2,2,1311,108,168,146,132,97,123,122,86,84,43,31,134,25,17,13,9,4,1342,,12,44,990,49,250,183,193,127,1844,190,578,154,1654,158,388,171,1266,50,48,48,285,725,75,168,90,932,654,0,2653,2653,2164,320,190,1654,2653,116.15,79.03,106.85,89.37,37.02,87.20,83.88,0.419,0.634,0.678,0.552,0.806,0.699,17,Campo Limpo,Sul 2,Campo Limpo
1355030803065,Campo Limpo : Residencial Real,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,80.80,1.20,7.30,8.44,97.18,91.04,32.99,2.68,11.29,2.04,3.03,2.58,1.16,2.56,0.94,2.77,9.00,6.28,105.47,110.82,90.24,111.41,89.51,91.96,58.68,38.37,59.63,91.51,49.52,27.15,100.00,98.58,96.74,16.56,0.87,5.16,84.63,72.93,90.77,80.82,79.36,61.03,73.93,68.49,67.69,41.09,620.00,1250.00,2250.00,4250.00,6140.50,0.58,0.45,0.50,1.08,1.41,5.30,8.43,45.19,2.36,61.16,8.31,19.09,38.84,80.24,21.75,14.72,3109.22,367.14,14049.43,924.51,1676.01,3069.93,9508.53,3115.08,12.93,70.40,168.85,0.65,0.62,13.51,2.90,0.05,62.64,0.99,9.04,23.22,5.46,77.23,57.19,3.98,9.30,86.84,76.20,44.72,1.17,4.10,25.97,39.08,56.43,4523.65,0.64,,5.66,17.80,70.48,70.61,82.61,,0.00,25.91,14.28,6.56,7.42,100.00,97.06,10.11,100.00,100.00,0.00,1.04,9.85,40.37,1.42,8.75,1.30,13.29,1.17,11.71,1.53,0.05,0.52,0.00,22.36,5.61,79.75,3.47,37,35,24,25,57,56,52,34,26,17,17,40,14,4,2,3,1,444,29,27,29,41,49,68,53,30,25,24,21,30,11,3,3,4,4,451,,4,6,469,9,49,37,32,39,697,33,119,34,664,34,86,38,578,18,16,13,67,149,24,27,18,365,295,0,895,895,759,62,33,664,895,111.93,143.18,120.25,94.53,69.60,93.32,77.93,0.808,0.796,0.893,0.800,0.930,0.958,17,Campo Limpo,Sul 2,Campo Limpo
1355030803066,Jardim Mitsutani,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,71.69,1.94,20.40,23.58,92.40,78.18,50.17,3.30,9.86,2.61,3.30,8.79,2.33,9.40,3.70,11.28,10.66,9.12,93.16,104.08,62.74,9.10,78.78,86.86,40.77,6.03,41.55,79.00,23.75,12.33,94.73,95.36,91.03,11.71,2.39,7.58,83.59,65.53,75.77,49.32,41.97,34.68,36.17,25.56,22.61,1.78,206.67,327.50,462.50,620.00,840.00,0.37,1.25,2.30,7.80,12.65,29.36,43.12,28.70,6.31,43.74,17.55,33.78,56.26,88.72,6.54,4.98,477.79,150.79,1371.36,268.55,387.61,537.03,1044.97,477.79,34.96,103.94,179.24,0.25,0.85,16.24,10.12,0.00,57.35,0.60,8.92,14.59,0.14,71.00,68.58,0.64,15.09,53.96,30.72,1.81,1.20,12.40,84.47,95.15,99.23,829.93,0.12,,1.35,28.11,74.13,73.03,72.24,,42.05,42.75,12.93,6.72,10.10,99.85,97.87,48.60,99.38,100.00,0.05,0.26,24.04,58.45,4.64,21.53,7.86,30.86,0.77,50.04,9.92,5.18,0.51,0.00,38.52,31.95,53.69,41.75,55,76,69,60,70,54,57,43,24,24,15,45,5,8,2,2,1,610,67,76,75,59,65,61,53,48,29,28,17,73,11,8,6,7,9,692,,2,26,598,26,115,88,80,74,910,91,263,84,819,75,172,79,647,22,19,25,136,342,43,76,45,476,342,0,1302,1302,1062,152,91,819,1302,115.54,63.89,102.39,94.26,31.71,88.55,82.16,0.493,0.696,0.682,0.620,0.778,0.657,17,Campo Limpo,Sul 2,Campo Limpo
1355030803067,Jardim Mitsutani : Favela Jardim Virginia / Estrada do Campo Limpo,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,71.58,1.97,20.60,23.82,92.33,78.00,46.92,4.51,9.59,2.48,3.45,8.47,1.75,8.81,1.49,10.60,16.42,12.20,98.41,115.24,51.80,24.00,85.68,91.38,35.71,14.79,45.92,83.28,29.90,12.84,88.33,95.00,91.89,29.36,3.27,4.79,85.61,53.29,79.16,53.46,46.83,44.01,49.02,31.72,27.26,2.97,200.00,312.00,473.33,650.00,830.00,0.38,2.30,4.19,9.30,16.70,28.92,43.85,28.19,5.74,43.66,16.81,33.23,56.34,85.77,6.71,5.19,471.73,135.48,1329.95,260.98,387.33,545.05,1029.81,471.73,41.66,88.59,165.90,0.27,0.37,14.24,10.70,0.00,62.13,1.06,7.33,10.50,0.66,73.76,69.93,0.99,17.34,56.77,35.71,3.60,0.58,8.82,81.46,93.38,98.23,861.76,0.12,,5.48,28.37,74.97,71.98,84.43,,64.51,31.27,15.86,8.27,7.04,99.48,97.69,48.30,96.53,99.72,1.33,1.12,26.45,54.08,5.00,22.18,9.02,27.58,0.80,41.64,9.92,7.88,0.38,0.28,39.20,26.73,51.74,55.52,94,130,109,126,136,114,97,82,61,50,34,120,19,15,11,10,6,1214,99,134,106,118,132,137,96,84,71,65,36,110,32,20,19,18,14,1291,,14,33,1225,53,202,144,147,101,1818,116,459,128,1702,146,343,131,1359,39,44,44,248,566,113,134,59,948,724,0,2505,2505,2082,264,116,1702,2505,117.41,67.54,105.96,93.20,33.29,88.55,91.90,0.535,0.678,0.683,0.627,0.776,0.655,17,Campo Limpo,Sul 2,Campo Limpo
1355030803068,Itaoca,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,71.69,1.94,20.40,23.58,92.40,78.18,50.00,2.18,9.86,2.27,1.67,4.98,0.73,5.31,1.20,6.65,10.66,9.12,93.16,104.08,62.74,9.10,78.78,86.86,40.77,6.03,41.55,79.00,23.75,12.33,94.73,95.36,91.03,11.71,2.39,7.58,83.59,65.53,75.77,49.32,41.97,34.68,36.17,25.56,22.61,1.78,206.67,327.50,462.50,620.00,840.00,0.37,1.25,2.30,7.80,12.65,29.36,43.12,28.70,6.31,43.74,17.55,33.78,56.26,88.72,6.54,4.98,477.79,150.79,1371.36,268.55,387.61,537.03,1044.97,477.79,34.96,103.94,179.24,0.25,0.85,16.24,10.12,0.00,57.35,0.60,8.92,14.59,0.14,71.00,68.58,0.64,15.09,53.96,30.72,1.81,1.20,12.40,84.47,95.15,99.23,829.93,0.12,,1.35,28.11,74.13,73.03,72.24,,42.05,42.75,12.93,6.72,10.10,98.86,97.87,48.60,99.38,100.00,0.05,0.26,24.04,58.45,4.64,21.53,7.86,30.86,0.77,50.04,9.92,5.18,0.51,0.00,38.52,31.95,53.69,41.75,46,59,45,49,41,43,27,31,27,17,12,46,8,9,1,1,1,463,43,55,46,57,42,46,40,38,32,23,10,51,8,6,2,1,0,500,,2,17,440,19,88,74,67,54,663,60,197,55,603,55,137,66,466,16,26,20,97,245,21,55,30,351,248,0,963,963,777,114,60,603,963,113.92,65.55,101.89,90.91,29.77,84.97,73.13,0.493,0.696,0.682,0.620,0.778,0.657,19,Capão Redondo,Sul 2,Campo Limpo
1355030803069,Vila Maiza,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,73.33,1.64,17.40,20.17,93.45,80.77,48.48,2.86,8.46,4.20,0.00,4.82,2.07,5.20,2.11,6.06,16.70,14.77,100.98,112.66,62.27,15.74,81.13,86.44,37.75,6.73,49.98,74.05,33.30,23.55,91.96,90.69,86.84,21.11,5.22,6.07,79.02,52.79,65.26,41.94,35.86,29.79,35.44,23.26,20.08,2.64,202.50,333.33,475.00,733.33,1250.00,0.50,3.74,5.88,10.18,16.99,29.12,41.16,40.88,4.21,55.80,12.86,25.61,44.20,88.78,12.71,8.68,618.21,130.16,2527.33,267.44,393.91,574.83,1724.71,618.95,47.82,86.85,162.49,0.45,0.21,18.69,10.67,0.11,56.09,1.13,8.00,13.29,0.20,72.48,70.53,0.32,15.45,53.28,30.75,3.52,0.21,14.55,84.22,95.99,99.31,824.70,0.11,,3.81,23.15,60.61,59.88,67.29,,26.52,30.42,15.32,7.55,9.08,95.10,97.53,59.93,98.58,99.66,0.91,2.31,36.36,50.02,9.31,33.06,10.94,40.25,1.76,49.02,8.35,6.57,0.77,0.34,31.64,28.20,66.84,54.58,90,80,68,86,99,84,60,61,35,26,23,96,17,10,9,3,2,849,74,100,78,98,91,81,61,64,45,37,31,71,10,12,4,7,2,866,,7,20,668,41,143,113,104,97,1204,88,330,88,1116,85,242,93,874,26,42,31,162,393,49,100,46,621,445,0,1715,1715,1384,180,88,1116,1715,116.15,79.03,106.85,89.37,37.02,87.20,83.88,0.419,0.634,0.678,0.552,0.806,0.699,17,Campo Limpo,Sul 2,Campo Limpo
1355030803070,Jardim Mitsutani : Associacao Ao Menor Excepcional Ame,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,76.41,1.55,12.70,14.66,95.18,85.32,43.62,6.51,11.01,2.66,2.94,3.85,1.04,3.92,1.51,4.50,12.35,8.43,95.88,105.34,68.30,42.86,87.15,94.19,45.09,14.46,52.95,86.96,28.92,15.90,94.32,96.81,94.29,21.57,0.41,6.32,94.70,64.21,90.60,67.10,62.43,52.53,58.89,46.29,43.79,9.43,318.33,475.00,655.00,1000.00,1433.33,0.42,1.56,3.45,6.27,13.14,15.53,30.08,32.01,5.02,48.07,15.55,30.44,51.93,81.72,8.23,6.18,746.33,187.21,2389.12,393.15,555.68,801.77,1793.88,746.33,28.71,93.47,159.06,0.33,0.73,14.72,5.27,0.00,62.61,0.65,10.73,15.01,1.18,72.24,64.94,2.03,15.90,70.33,48.87,9.46,1.74,11.47,65.23,82.64,92.93,1117.21,0.21,,1.45,34.05,75.82,71.94,83.95,,0.00,36.34,13.09,7.57,10.78,100.00,96.78,30.01,100.00,100.00,0.00,0.44,19.48,47.05,3.19,14.55,3.97,20.60,0.81,36.48,3.46,1.92,0.65,0.00,26.82,18.70,100.00,31.38,181,205,197,210,224,204,181,170,145,116,93,204,55,49,41,19,21,2315,165,218,206,202,239,201,208,189,147,144,102,166,91,69,47,36,29,2459,,6,81,2444,65,338,250,264,206,3635,238,815,244,3397,257,577,241,2820,75,69,79,386,962,311,218,126,1910,1502,0,4774,4774,4058,423,238,3397,4774,121.36,113.83,119.14,96.69,62.99,93.93,90.43,0.671,0.764,0.770,0.732,0.857,0.729,17,Campo Limpo,Sul 2,Campo Limpo
1355030803071,Capão Redondo : Estação Campo Limpo,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,77.65,1.43,11.00,12.71,95.80,87.04,40.04,7.22,10.80,1.20,0.00,3.92,0.88,4.18,0.68,4.82,7.35,4.49,104.71,102.75,112.36,38.93,89.64,89.76,58.22,18.76,57.90,87.99,34.26,14.54,100.00,98.45,96.32,17.60,1.77,6.64,95.22,69.75,79.92,65.90,63.04,50.96,60.80,45.55,42.44,13.18,333.33,522.00,733.33,1250.00,1660.00,0.44,,,1.83,3.98,11.72,20.25,33.87,5.42,49.65,14.98,29.11,50.35,77.18,9.04,6.63,903.61,244.91,3060.15,431.77,638.50,959.61,2243.25,903.61,,118.51,205.69,0.33,0.29,15.77,6.42,0.00,63.31,0.79,8.46,18.03,0.79,71.96,63.34,2.51,15.09,72.12,51.27,14.37,0.25,8.19,59.63,76.53,91.04,1291.91,0.24,,7.03,20.65,79.41,75.02,84.92,,0.00,57.38,12.13,7.09,9.07,99.54,97.77,32.83,100.00,100.00,0.00,0.13,13.89,42.10,1.55,14.33,2.28,22.49,0.00,27.04,4.05,1.58,0.68,0.00,30.42,13.26,85.85,36.25,199,209,210,250,280,260,199,205,170,131,126,196,79,61,48,24,27,2674,210,211,223,276,305,271,245,244,201,147,140,189,94,101,71,36,42,3006,,30,57,3144,87,333,262,251,248,4466,275,959,250,4191,253,684,302,3507,74,89,71,383,991,410,211,142,2396,1897,0,5680,5680,4886,420,275,4191,5680,120.86,88.99,111.46,95.63,49.41,91.56,83.28,0.659,0.790,0.792,0.744,0.878,0.760,17,Campo Limpo,Sul 2,Campo Limpo
1355030803072,Campo Limpo : JRB Assessoria Escolar Ltda / Creche Nossa Senhora do Bom Conselho,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,80.80,1.20,7.30,8.44,97.18,91.04,32.91,5.02,11.29,1.01,1.05,1.70,0.13,1.74,0.29,2.01,9.00,6.28,105.47,110.82,90.24,111.41,89.51,91.96,58.68,38.37,59.63,91.51,49.52,27.15,100.00,98.58,96.74,16.56,0.87,5.16,84.63,72.93,90.77,80.82,79.36,61.03,73.93,68.49,67.69,41.09,620.00,1250.00,2250.00,4250.00,6140.50,0.58,0.45,0.50,1.08,1.41,5.30,8.43,45.19,2.36,61.16,8.31,19.09,38.84,80.24,21.75,14.72,3109.22,367.14,14049.43,924.51,1676.01,3069.93,9508.53,3115.08,12.93,70.40,168.85,0.65,0.62,13.51,2.90,0.05,62.64,0.99,9.04,23.22,5.46,77.23,57.19,3.98,9.30,86.84,76.20,44.72,1.17,4.10,25.97,39.08,56.43,4523.65,0.64,,5.66,17.80,70.48,70.61,82.61,,0.00,25.91,14.28,6.56,7.42,99.96,97.06,10.11,100.00,100.00,0.00,1.04,9.85,40.37,1.42,8.75,1.30,13.29,1.17,11.71,1.53,0.05,0.52,0.00,22.36,5.61,79.75,3.47,250,262,255,265,314,360,304,249,241,222,179,234,108,66,31,14,18,3372,204,229,255,294,366,386,344,300,266,261,184,208,134,91,56,40,37,3655,,28,51,3780,85,397,312,307,270,5640,287,1069,282,5353,335,782,334,4571,99,100,93,436,1120,353,229,143,3014,2465,0,7027,7027,6131,491,287,5353,7027,109.79,116.25,111.58,98.76,81.79,97.47,86.84,0.808,0.796,0.893,0.800,0.930,0.958,17,Campo Limpo,Sul 2,Campo Limpo
1355030803073,Jardim Comercial III,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,71.69,1.94,20.40,23.58,92.40,78.18,46.00,3.79,9.86,3.59,0.90,9.45,1.81,10.24,2.53,12.45,10.66,9.12,93.16,104.08,62.74,9.10,78.78,86.86,40.77,6.03,41.55,79.00,23.75,12.33,94.73,95.36,91.03,11.71,2.39,7.58,83.59,65.53,75.77,49.32,41.97,34.68,36.17,25.56,22.61,1.78,206.67,327.50,462.50,620.00,840.00,0.37,1.25,2.30,7.80,12.65,29.36,43.12,28.70,6.31,43.74,17.55,33.78,56.26,88.72,6.54,4.98,477.79,150.79,1371.36,268.55,387.61,537.03,1044.97,477.79,34.96,103.94,179.24,0.25,0.85,16.24,10.12,0.00,57.35,0.60,8.92,14.59,0.14,71.00,68.58,0.64,15.09,53.96,30.72,1.81,1.20,12.40,84.47,95.15,99.23,829.93,0.12,,1.35,28.11,74.13,73.03,72.24,,42.05,42.75,12.93,6.72,10.10,99.17,97.87,48.60,99.38,100.00,0.05,0.26,24.04,58.45,4.64,21.53,7.86,30.86,0.77,50.04,9.92,5.18,0.51,0.00,38.52,31.95,53.69,41.75,145,208,189,179,143,136,126,135,90,82,53,173,33,25,20,6,6,1749,137,183,177,175,173,156,146,151,131,87,68,157,48,39,19,11,11,1869,,5,62,1748,62,306,220,240,161,2615,222,720,203,2393,217,498,212,1895,59,59,61,356,884,137,183,107,1392,1040,0,3618,3618,3006,391,222,2393,3618,122.08,67.00,109.07,91.50,25.61,87.46,84.35,0.493,0.696,0.682,0.620,0.778,0.657,19,Capão Redondo,Sul 2,Campo Limpo
1355030803074,Jardim Comercial II / Jardim Comercial I,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,71.58,1.97,20.60,23.82,92.33,78.00,42.55,3.82,9.59,5.15,2.85,9.03,1.23,9.58,3.13,11.73,16.42,12.20,98.41,115.24,51.80,24.00,85.68,91.38,35.71,14.79,45.92,83.28,29.90,12.84,88.33,95.00,91.89,29.36,3.27,4.79,85.61,53.29,79.16,53.46,46.83,44.01,49.02,31.72,27.26,2.97,200.00,312.00,473.33,650.00,830.00,0.38,2.30,4.19,9.30,16.70,28.92,43.85,28.19,5.74,43.66,16.81,33.23,56.34,85.77,6.71,5.19,471.73,135.48,1329.95,260.98,387.33,545.05,1029.81,471.73,41.66,88.59,165.90,0.27,0.37,14.24,10.70,0.00,62.13,1.06,7.33,10.50,0.66,73.76,69.93,0.99,17.34,56.77,35.71,3.60,0.58,8.82,81.46,93.38,98.23,861.76,0.12,,5.48,28.37,74.97,71.98,84.43,,64.51,31.27,15.86,8.27,7.04,99.87,97.69,48.30,96.53,99.72,1.33,1.12,26.45,54.08,5.00,22.18,9.02,27.58,0.80,41.64,9.92,7.88,0.38,0.28,39.20,26.73,51.74,55.52,169,235,230,246,212,189,166,176,104,99,80,190,49,47,21,8,9,2230,163,239,207,247,203,237,164,198,169,122,90,216,79,44,25,9,15,2427,,26,80,2277,63,369,266,281,207,3445,281,930,258,3164,248,649,272,2515,62,87,65,424,1074,178,239,131,1809,1355,0,4657,4657,3919,474,281,3164,4657,119.46,52.84,102.70,91.71,26.03,86.44,82.93,0.535,0.678,0.683,0.627,0.776,0.655,19,Capão Redondo,Sul 2,Campo Limpo
1355030803075,Adventista : Escola Estadual Professor Francisco Antonio Martins Junior,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,76.25,1.56,12.90,14.91,95.10,85.11,39.67,4.96,10.51,1.75,0.69,4.62,1.10,4.89,1.09,5.73,11.40,10.06,117.97,122.85,102.17,28.54,91.70,96.75,56.12,10.57,49.67,84.68,29.54,20.57,95.40,98.81,95.47,17.66,5.18,8.53,95.80,67.12,79.92,58.23,53.82,48.33,50.66,38.06,35.49,7.09,274.71,400.00,600.00,925.00,1375.00,0.47,1.43,2.50,4.06,8.93,17.46,29.91,37.25,5.12,52.34,14.27,27.55,47.66,84.83,10.44,7.34,730.19,186.98,2719.86,334.02,484.79,734.09,1911.05,730.19,48.81,86.75,174.75,0.39,0.14,18.34,7.66,0.00,60.44,0.55,8.30,12.46,0.62,68.72,64.67,2.02,19.90,62.20,41.84,8.52,1.15,12.04,70.37,86.64,94.61,1206.79,0.35,,4.04,33.85,76.52,76.38,86.92,,82.13,26.58,17.80,8.28,8.35,99.97,99.53,41.61,100.00,100.00,0.00,0.56,21.62,50.33,1.19,16.60,5.24,26.55,0.00,38.37,7.50,4.19,0.25,0.00,38.64,22.28,14.88,56.97,464,518,475,576,654,564,500,387,308,244,234,423,171,132,50,42,28,5770,460,500,448,628,626,635,465,455,356,331,295,436,202,151,84,64,41,6177,,41,195,6546,187,800,578,617,575,9146,576,2127,564,8570,582,1551,628,7019,162,169,168,908,2284,592,500,280,4781,3705,0,11947,11947,10164,1018,576,8570,11943,114.03,118.71,115.20,95.70,56.31,93.18,81.54,0.582,0.767,0.757,0.700,0.854,0.725,19,Capão Redondo,Sul 2,Campo Limpo
1355030803076,Adventista : Crescer Escola de Integração e Aprendizagem / Jardim São Bento Velho Creche Municipal / Luar do Sertão Centro de Educação Infantil Indireto,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2010,75.19,1.63,14.40,16.71,94.53,83.58,41.12,4.59,9.55,0.27,0.79,4.71,0.44,4.98,1.58,6.02,15.60,11.83,111.56,124.61,70.34,23.65,87.33,91.85,49.87,10.29,58.68,81.77,28.59,20.48,87.70,94.69,91.58,22.14,5.90,2.91,81.90,67.63,82.10,57.48,51.25,45.72,50.02,35.18,31.42,4.01,300.00,425.00,568.75,850.00,1010.00,0.39,0.73,1.80,5.70,11.53,17.32,29.58,30.28,5.77,45.08,17.17,32.96,54.92,86.82,7.05,5.25,629.19,181.55,1905.03,358.65,496.82,690.63,1418.29,629.19,51.79,98.94,165.70,0.27,0.65,16.96,7.35,0.00,61.76,0.78,7.17,13.08,0.13,72.08,65.90,2.04,18.02,64.12,39.99,5.60,1.58,11.42,72.55,88.56,96.95,1023.66,0.20,,8.00,32.60,74.97,70.68,76.02,,35.15,45.18,14.04,6.76,6.50,99.96,98.60,40.87,100.00,100.00,0.00,0.00,22.97,41.32,5.31,19.75,5.47,26.67,4.26,43.18,5.90,2.54,0.81,0.00,51.95,26.41,100.00,41.64,208,216,220,250,271,209,196,177,139,109,98,209,77,50,27,11,5,2472,216,239,214,259,298,243,234,192,162,142,116,191,86,69,40,20,17,2738,,36,83,2599,88,364,279,272,251,3931,254,943,242,3677,282,689,288,2988,85,64,85,427,1045,239,239,124,2092,1619,0,5210,5210,4386,455,254,3677,5206,119.28,91.88,112.37,95.01,45.05,92.70,89.51,0.575,0.707,0.729,0.660,0.837,0.701,19,Capão Redondo,Sul 2,Campo Limpo
